customer_id,customer_name,review_head,review_body,review_date,ratings
customer_review-R312ET6OSIZ2RL,vimal sharma,Value for money,nice product,20-07-2019,5
customer_review-R1EOS13LU6O5T9,Harpreet Singh,Best band form all features lookwise functionality best,best band less price good quality sensors working good looking wise best functionality awsomelove,30-12-2018,5
customer_review-REQE49XK6T7D1,CAY Enterprise.,Ok Ok... Not great.,ok ok great app week options changing different faces,21-08-2019,4
customer_review-R1RUNITWYZB1K9,Amazon Customer,great investment,likes screen display good waterproof dislike screen needs protection,02-02-2019,4
customer_review-R1CBKWWPBAY3UH,rajasekarreddy,Very much impressive,almost 5months feel happy product accurate good battery life many features,25-05-2019,5
customer_review-R36HF4TG7PK1HO,Bhaskaranvg,Awesome band,something fantastic seeks fit band reasonable price second purchase dad,14-06-2019,5
customer_review-R2I36LNT53KZJH,Kaizar,You should buy it better than fastrack reflex and mi 4,good watch accurate sleep tracking many scratches appeared though used 2 monthes,05-10-2019,4
customer_review-R9L23H1FFYBW7,Vis,Best,would much better synchronized mobile health app steps counts different,16-08-2019,4
customer_review-R140ZKFRXRIMB2,A,Could do better!,needs accurate provision track elliptical rowing app user friendly,08-05-2019,2
customer_review-R173TQ8QLSCTLX,Shoeb,No second thought to Buy another Product should come into your mind...,everything getting price range ultimate,04-06-2019,5
customer_review-R1BMNF6OOU398D,Jyotiranjan patra,Display is very good but u have to use a protector.,good appbut tracks sleep 12 hrso u sleep in930 n8 show next day,23-07-2019,2
customer_review-RPP0NAGTW5VCM,Kshitij,Value for money,problem doesnt gym exercise mode,04-06-2019,4
customer_review-REETKCDQZROVN,Sajid Vattiyan,Honor Band,battery charge long lasting normal 14 days 3 days lasting,22-03-2019,2
customer_review-R3C3BK84IRZFQM,Amazon Customer,Good,good prodouct value money,18-04-2019,4
customer_review-R307C8YDRT4TW8,Savita yadav,Superb band,sleep tracking good rest everything best using last 15 days every thing superb,22-05-2019,5
customer_review-R2CXZDKKOO0JHO,Omkar Chitnis,Nice,amazing,02-08-2019,5
customer_review-R1OTUV8K60JY1Q,Soumik Patra,Honor Band,month using product absolutely worth purchase battery life around 96 odd hours,23-01-2019,5
customer_review-R2AHZ504OIYCFC,Aniruddha,Happy Amazon Customer,really good product thanks amazon,05-08-2019,4
customer_review-R2BQFX18HYCK97,Manish Bhatia,Good hardware but software can definitely be improved,good hardware bad software different alarm needs set band phone,25-06-2019,4
customer_review-R2KPX7W8PZ1PKM,M.L.Mandavi,"Excellent., I can say now!",awesome beautiful useful,24-12-2018,5
customer_review-R23WNYPOYM3BBD,Santhosh,Worth buying,superb product youll love design displayits accuraten worth every pennyhighly recommend product,20-04-2019,5
customer_review-R3Y3I0U9FVPKW,Amazon Customer,Sleep Tracking,father love previously using mi band 3 loves honour band full value money,22-04-2019,5
customer_review-R1AJ7SJUCE8VW,vishal soni,OK 80%,battery 5 days upset,15-04-2019,4
customer_review-RVRZZG8JVGW4M,Rajesh verma,Nice,nice,06-07-2019,5
customer_review-R2RCI1E7F1QPB9,Manish Kumar,Best smart band in all,nyc cant believe thats reality,19-03-2019,5
customer_review-R3506PYF3ROBDO,Rajendra,Looks good feel good,band quality nice light display awesome app could better good health product overall,26-06-2019,4
customer_review-R2P2ISUUKAT5EB,Sj,Pathetic buy,product box damaged product look like refurbished,22-02-2019,1
customer_review-R27GTPTD9CKLAH,sawma pautu,Good,good,24-06-2019,4
customer_review-R35NI0K2MEMWV2,Vicky H,Best one!,best smart watch budget comes multicolour full touch screen,25-07-2019,5
customer_review-R3F6J3FR5LWFGQ,Amazon Customer,Honour band 4 review,liked color display accurate footstep teracker doesnt connect blututh properly,14-07-2019,5
customer_review-R1KQD388LTB474,Sourabh Singhania,Nice product,nice watch received original nd good product works wellwe order back back 2 watch receiving watch,06-07-2019,5
customer_review-R3GFVILGYEG1NT,Amiya S.,Go for it,nice product go ahead purchase combination style nessecity,22-08-2019,5
customer_review-R1AJ2O505LWFZ,Satyam,Good,step count good ok price,21-05-2019,4
customer_review-R345I7QEIM1P75,M. R,Great,amazing lag gives described,24-08-2019,5
customer_review-R2WI05O8LOT9LX,Nishit suthar,Good product,worth,23-05-2019,5
customer_review-RAPVC4DD7000P,ABHIJITH,Recommend product,good display quality almost perfect sleep tracking 5 days battery backup limited wall skins,26-08-2019,4
customer_review-R38FJ4OH4IA233,Niraj Goyal,Very good product,friend happy receive gift,22-05-2019,4
customer_review-REXQ375H6RQEG,Talib,Awesome,must buy user friendly track ur fitness task,28-05-2019,5
customer_review-R2MDBDTTY3MN0W,Yash Sharma,Best at what it does,excellent watch,17-07-2019,5
customer_review-R2NPULVAPWRJ9K,darshan banait,want good band faces,faces band must trendy huawei upload attractive faces band,04-07-2019,5
customer_review-R3PW8GDL118HJD,Amazon Customer,Excellent product,value money nothing different band 5 faces everything far better mi bands,24-08-2019,5
customer_review-RPK54EUFN40RU,zehrabathul,Good,good,16-06-2019,5
customer_review-R2RJZOXH76WC5F,Manju,Really worth buying,smart looking along accurate measurement best worth,10-07-2019,5
customer_review-R3TWQ1LTRZ18EV,Siddharth,Worth It,really good fitness tracker atleast better mi band 3 shows features compared,13-08-2019,4
customer_review-R2L93KMQAYZUEO,Arun Suresh,Good one,good product fitness tracking worth buying product received good way works well,27-05-2019,5
customer_review-R15UKCV98KSV4O,King,Awesome honor smartband,superb honor band good color amoled display true sleep steeps count waterproof band,14-04-2019,5
customer_review-R3I8N4U9P4MRKI,kewal bagde,"Message notification doesnt work, Rest are good",message notification doesnt work tried possible solution didnt work,30-04-2019,5
customer_review-R3KEXH36J3YLCG,suvarchala,Supper and good,carry supper good,30-10-2019,5
customer_review-R1XDFX8PU72ZZ5,Amazon Customer,Nice project,nice project,14-03-2019,5
customer_review-R1AR779NKSS4TA,Reena,Nice,nice,22-08-2019,5
customer_review-R28US9E2QAYQM4,Amazon Customer,Budget beauty,gps mobile app basednot inbuilt disappointing overall good,04-06-2019,4
customer_review-R1MYVLLRHOUM65,User 1994,Nice Honor Band Love It,great product good features,24-12-2018,5
customer_review-R2ZQ23CNG7JK9F,Arshad ali Balwar,Bakwas band 😢😢😢,honor app continue open rakhna padta hai app close kar dene par band disconnect ho jata hai please improve,24-05-2019,5
customer_review-RJLSOJNY44KIW,Nirav,Worth Band to buy in this range,liked features daily use band fitness daily drive notification,07-03-2019,4
customer_review-RL6ZN3LW36NRU,Amazon Customer,Worth for value,still going good 45,23-05-2019,5
customer_review-RHYDMRJP7CEOM,Amazon Customer,Awesome,awesome product best colourful screen,16-06-2019,5
customer_review-RFJGZ2LTX8Q1J,Anannya,The best smart band,love best smart band category go blindly think twice,10-06-2019,5
customer_review-R81JOMCPUBQ1C,anjani,Nice product,accuracte sleep track steps count also accurate,24-07-2019,5
customer_review-RJ6WU9WBU6FOZ,Balram Roy,Battery low issue,battery back stand 18 hours approximately worst experience ever,19-09-2019,1
customer_review-R3QROJRGPRMBJF,PANKAJ GAHLOT,Good Fitness band for its range,band good bit cost cutting strap features best,06-04-2019,5
customer_review-RNWQIENZBJWZA,R.santhosh kumar,Good product,nice productworth moneybut con battery draining 5 days moderate use,10-11-2019,4
customer_review-R3V13ZTVN04WID,Srijith Jorigala,Value for money,good product battery completes within 2 days switch heart rate sensor sleep tracking,12-06-2019,5
customer_review-R1VP31CJ764TZO,Ananda,VERY GOOD!! BEST IN PRICE!!,battery last 56 daysand durable screen quality good snd bright,01-01-2019,5
customer_review-RTX6K26X4I87E,Hemant Malhotra,Good,good,24-07-2019,5
customer_review-R2JNO8SRXIP1SB,Amazon Customer,Awesome band in this amount,superb everything good match band range like mi3 etci love wear,17-02-2019,5
customer_review-R35HTZJNUE8EUL,Jayesh Bhatia,Frequently disconnect,gets disconnected frequently mobile,12-05-2019,2
customer_review-R11P4HDFH9NPBG,Praveen,Good quality product,good quality product,12-06-2019,5
customer_review-RC50MMN6AM3UT,Nital Baldha,Happy,superb,02-10-2019,4
customer_review-R2PY4K2712DREU,Sadanand Sahay,Good,quality goodbut battery packup good3 4 days battery working,18-03-2019,4
customer_review-R2U53G10POEF4J,bajrang singh rathore,Best in class,screen good see sun light,01-02-2019,5
customer_review-R1WSH21B1DU7WC,Manveer Singh,Good,good,21-01-2019,5
customer_review-R1JIJJQVMFFT0W,Ajay,Bad battery life,battery runs within 3 days,27-03-2019,1
customer_review-RYR8LBK6JABS6,Sasank Sam,"Best in Fitness Band , Super Look and Build Quality. I love Honor",nice features watch faces limited remaining awesome,20-08-2019,5
customer_review-R1QAYU4EQX4ZMK,Adwait Gandre,Honor rocks,accurate precise informative strong built,22-05-2019,5
customer_review-RTU4GQVKN5ARM,M SIVA KUMAR,Value for money,good band price,07-09-2019,4
customer_review-R30KJRC0EHR2I8,Mehul S.,Average battery life.,battery drained 80 10 5 days device connected phone via bluetooth time,19-02-2019,4
customer_review-R2FS5U322YSY34,Kindle Customer,best mid-range fitness band of 2018,amoled display simply mind blowing dont think battery last 17 days sure would last 56 days,25-12-2018,5
customer_review-R30GPUCFR3D1I4,H Biswas,DO NOT BUY,extremely poor battery life needs manual intervention reconnected phone repeatedly,27-07-2019,1
customer_review-R3826GCOVO3OX2,Amazon Customer,nice purchase,ok battery exhaust 78 days,19-07-2019,5
customer_review-RGC62YV9U3XJL,benot farme sutnga,Utter dissatisfaction,stopped charging month using,11-07-2019,1
customer_review-R3VF8TDLRENGPC,Sushith,Very nice tracker,definitely recommended start,12-08-2019,4
customer_review-R5FHNYD4CXLQA,Rajavel M.,Good Product,nice product four watch faces available better add watch faces updates,02-08-2019,5
customer_review-R3MERI63O0QBCF,Suvendu Seal,Awesome,good product price range plus looks premium,20-07-2019,5
customer_review-R23UGQO0BETSM9,Anu,Good,keeps moving time,24-07-2019,5
customer_review-R1KJDLO91YU933,Amazon Customer,Good,good,14-09-2019,5
customer_review-ROX3VXGHKWYX1,Tamanna gourh,Woow,nice,02-08-2019,5
customer_review-R34BSAJCE5KJ08,j.vasudev,Overall good product,specifications good battery life needs enhanced much,08-01-2019,4
customer_review-R177PGHD1LG0CY,kalyan,Good buy,works perfect,18-08-2019,5
customer_review-R1063UCCDBF4HV,ABHISHEK GOYAT,Value for money,value money,09-03-2019,5
customer_review-R3F5W5F94WMNWX,Abhishek Mishra,Nice,something wrong feel,07-11-2019,4
customer_review-R2XUOF3JPGC438,Ari sundar,Above average.. Overall great.!,heart rate step distance sleep tracker everything fine 85 90 accuracy,22-03-2019,4
customer_review-R3397RLGVIT7B3,Pran,Extremely Happy,simply awesome product honor,05-08-2019,5
customer_review-RMR22L3E80IYS,Mangesh Narayan Patil,1 no.,best best,22-06-2019,5
customer_review-RKM3SOXI2Y3BA,deepakonroll,Suave.,colourful tracker great battery life,25-01-2019,5
customer_review-R2KHDWMSD6JDBM,Nilesh Chavan,Good product and value for money.,good product value money,04-05-2019,5
customer_review-R3U2TI4W8KFIKW,Amit V,Average product,average product accurate ran 25 kms showed approx 29 kms,09-03-2019,3
customer_review-R2VZ6JS0Q5XXV0,Rohan,Worth,worth,03-07-2019,5
customer_review-R3Q5GZM64XA4JM,surendher,Super,best band con cant see battery percentage band see mobile connected,17-02-2019,5
customer_review-R3R01RSI51TAYL,Tejaswi Naidu,"Im loving it, I stopped wearing my casio gshock 12k price watch, after I started using this.",nice stylish,16-02-2019,5
customer_review-R27ZUMYXL0R4B4,anjali shah,Battery life low,product looks good drawback battery last 56 days single full charge,21-08-2019,3
customer_review-R3NKFFYITY7ZD,Satya,lighter than you imagine,lighter ever imagined measures quite accurate well water resistant good addition,12-08-2019,4
customer_review-R24XOGJP17RIME,Navitej,Being short and honest... it's the best !!,love design calorie calculator accurate best budget band one buy,02-07-2019,5
customer_review-R23OWZLAUNIISP,Vvrmurthy,Color,good color color appearance average finally band good special features,20-07-2019,4
customer_review-R2U3L6DFSK3ARP,Jay,Perfect,perfect outdoor cycling support,05-08-2019,5
customer_review-R1Y7YC14YP6HW2,Avdhesh N.,Honor band 4 review,step counting correct serious using fitness tracking think,05-01-2019,3
customer_review-R2DLW0GU3WHOQD,Siddharth sinha,Pretty good product,everything works fine even 6 month like first day,20-07-2019,5
customer_review-R2129I3YG9HRDU,Amazon Customer,Excellent,good value money,20-06-2019,5
customer_review-R1PQAEIY4C4E9O,shreyans jain,Bang for bucks,overall pretty good smart band price sleep tracking running accuracy worth mentioning,10-12-2019,5
customer_review-R1WM7WLXTDBPFI,santosh,Honor band4 just awesome,fall n love gr8 product last 1week using dis issue lag,13-02-2019,5
customer_review-R1KJHH6PD0MQMN,iqbal,Mobile app feedback,mobile app watch interfaces like mi band 4,24-08-2019,4
customer_review-R2MUCRGVKGB0CT,Prabhuraj,Value for money,unable get sms notifications band though permission configured,12-02-2019,4
customer_review-RKXDWNLB1QW41,Abhijeet,Awsome,awsome love,24-05-2019,5
customer_review-R1FT5PPB2S5BC0,Saba amreen,Just go for it!!!,dont second thought buying itits best fitness tracker get budget,30-04-2019,5
customer_review-R27K3JMW6TSHFO,Adeep,Nyc display,must buy,13-06-2019,5
customer_review-R2UJL8NT65Z5CZ,manjunath,Great product from honor,watch amazing features low cost comparable others slim stylish added advantage,06-10-2019,4
customer_review-R66U8QY3PQD2J,Aman,"Honor did a very great job, in making this product",honor great job making band awesome looks cool totally recommend,29-07-2019,5
customer_review-RZF2O4V4F7A21,Navin,Nice and good performance,sleep tracking perfectbut travelling record sleepapp good accuracy 4 stars,08-07-2019,5
customer_review-R13QLCOZF3ZKNO,Ronit Bose,Value for money,better mi new face update would better provided band 5,25-08-2019,5
customer_review-R1QJOB06DLE6B2,Ashis B.,Battery will fully died in 1week because of amoled screen and bright screen.... is super ...,anytime connect mobile everytime unpair band pair,20-06-2019,4
customer_review-R27XTH0GMX0ABR,Umesh,Nice look,nice band,21-09-2019,5
customer_review-R3QFYMVI45ZQWQ,pratiksha kurundwade,Great product,bought friend glad awesome product,04-09-2019,5
customer_review-R303VMVLCTVS8I,Amazon Customer,Skeep tracking,sleep tracking working properly improper heart rate,04-07-2019,1
customer_review-R46UJM4M750ZW,vinay sahu,Good,good battery good last upto 5 6 days also limited watch faces,08-11-2019,3
customer_review-R1DQZ6N5JRKK1F,Sanjay Rana,Honor Band 4 is awesome,love band looks premium hand fell awesome recommend side buy,16-07-2019,5
customer_review-R3SRST5DJ6OLPG,Prashant Thakur,Nice one.,good timely deliver screen good,27-04-2019,5
customer_review-R12FK16CWV2G1X,BaLa,Amoled Display excellent and everything accurate but only Con is battery backup.,good,23-02-2019,4
customer_review-R114V02RI9WR89,Ankita,Good experince as always,amazing product must buy n delivery timings also good smooth connect peoples,22-09-2019,5
customer_review-R20U80BYQHHQZ0,Sharique Haider,Happy to have this,purchased momits work fine,10-09-2019,4
customer_review-RR3VSAEE8VXYN,jagdish savani,Good band must purchase,good band better mi band3 display bright see open sunlight,16-07-2019,4
customer_review-R3LEBYC8BXRQ96,prasoon,Blue bleed,nice tracker,16-06-2019,5
customer_review-R3P58XNK9MFF2M,Kedar D,Velue for money product,great product,01-09-2019,4
customer_review-R1RFVOMIJD8RB1,Anil Kumar,Good,super band,08-07-2019,5
customer_review-R343E70N3YJLTC,Amazon Customer,Smart watch,like accuracy watch good features different kinds faces,23-06-2019,5
customer_review-R3N3DBR9XDQZ2S,Altaf Q.,Worth the money.. good display and options to change the dail..,good buy,17-08-2019,4
customer_review-R3BBVCLR1JXRYV,jeswin sibi,Far better comparing mi band 3,pros great display stylish look,19-04-2019,5
customer_review-RR9XRV78OKKHO,Rekha G.,"Got damaged piece, with worst battery life",battery life product mere hours full charge unhappy device,03-06-2019,1
customer_review-R3RDFZTBETI9CD,Mayaprasad Katkar,Nice,beautiful,04-01-2019,5
customer_review-R1L4HU7VVSJA0G,Preya bathwar,Must buy,go nice product,16-07-2019,5
customer_review-R7KG0OWIFOR0,Mohammad Rafique Sha,Nice watch brand,absolutely nice product,11-11-2019,4
customer_review-R11DMH3UJIYSS4,Manish,Must buy.,value money product must buy,26-08-2019,5
customer_review-R2XIQDH9JOMTKN,M JAMES,Worth buying,everything fine good battery backup screen protectors definitely necessary,06-07-2019,5
customer_review-R1AR708988MEMR,BALU,Good,good,09-02-2019,4
customer_review-R2OEWILO47TI6Y,deepak negi,Worth of Money,worth buying price mentioned suggest go,03-08-2019,5
customer_review-R106J9BUZGP79V,GOVIND Singh,Epic,awesome product go grab,27-07-2019,5
customer_review-R175VSCLEHCWAZ,Sowmia,Good but Bad,good product days bluetooth stopped working,14-07-2019,1
customer_review-R2AITWDP1KKMHP,Aditya Thogiti,Worth Buying,display awesome becomes laggy reading messages sleep tracking pretty accurate,19-08-2019,5
customer_review-R17OGPHQTEWWGV,Amin,For my exprience,product os light wrist dislike,26-04-2019,5
customer_review-RXUMM36S0SX0T,Iram S.,One of the best fitness band in budget,band really amazing happy proud user smartwear,04-09-2019,5
customer_review-R2EL35XJ5CG5BM,Sanju Yadav,The best,battery last week otherwise device awesome price,07-11-2019,4
customer_review-RTM9GNDZ2YRV5,mJ,Good but not great.,quite accurate bluetooth connectivity poor,26-07-2019,5
customer_review-R1356G1OLCERON,Mangesh Mahadeo Nakte,Good Product,good product please improve battery backup,04-04-2019,5
customer_review-R3KB9NLUCC9TAN,sandeep,Value for money,price range impressive fitness band quality rubber band mark,10-05-2019,4
customer_review-R1DSSCANFG3791,Gaurav Sony,Doesn't work properly under water,doesnt work smoothly water tap multiple times water,01-06-2019,4
customer_review-R19RKR88JYVUI1,Indrajit,Awesome Product,really liked product great fitness band honor,08-03-2019,5
customer_review-R1SLG8E1OHYFC3,Pradip,Worth for money!,worth money,10-11-2019,4
customer_review-R19N7M7G150GC5,Sonali,Best,nikita loved nice value money sleep tracker awsome 3,31-05-2019,5
customer_review-RY4Q37X4IP0R1,sanjay,A good product,nice new update name call shown plzz fix battery run shown specifications,31-07-2019,3
customer_review-R30F6PEKDA71J2,Amanjeet singh,good quality,good product,05-04-2019,5
customer_review-R2UTCG0JIO7HWV,Rajgopal,Looks feels works👌🏻,must buy,04-11-2019,5
customer_review-R2JIC1R9ATU34R,rahul,Awesome,like watch much,22-07-2019,5
customer_review-R10OC48C5MQ6AU,Anshul,Excellent Fitness Partner,one excellent,21-01-2019,5
customer_review-RKGZPA0DIXRFB,Basant,Good product,nice product quality good good vidibality sunlight,28-03-2019,4
customer_review-R2RU8GKCP7CCF6,Krishna Acharya,Worthy successor to the Honor Band 3!,used honor band 3 since september 2017 eager see things changed successor list differences models improvements honor band 3 touch screen one main drawbacks band 3 addressed fulltouch display much better button navigate optionsscreens display band 4 amoled colour display nice upgrade band 3 watch faces band 3 one digital clock face band 4 improves upon selectable watch facesanalog clock face digital clock face activity face one really ups premium factor step tracking always found honor band 3 step tracking good enough jogs 5k runs band 4 exception nothing else improvement heart rate distance show face band 4 band 3 scroll across 3 screens read info swimming mode also said improved autodetection strokes personally cannot comment used feature bands heart rate tracking always loved continuous heartrate monitoring honor bands provided band 4 see multiple heartrate zones screen nice improvement previous band used show current zone wait end workout see fared across zones sleep tracking honor bands give really detailed sleep info xiaomi bands owned mi band 2 mi band 2 seem track sleep wake times really well notifications older band 3 notifications displayed scrolling marquee style bottomtotop screen area narrow one tilt ones head read message furthermore notifications limited around 50 characters band 4s larger screen means see notifications fill screen proper orientation band strap band 3 pushbutton style clasp whereas band 4 beltclip design looks like proper watch fitness accessory also older band changing strap meant fiddling tiny screws band 4 changed clipbased design much easier remove put back extra features band 4 builtin stopwatch timer findmyphone feature missing band 3 things changed sync google fit hitandmiss never able get data show google fit band 3 band 4 well think issue huawei health app bands notifications read messages cannot deletemarkasread band ui however reject calls band behaviour band 3 cons band 3 battery life considering higher res screen colour assuming battery life slightly lower band 3 update review observations used band weeks conclusion using honor band 3 thinking upgrade simply want great activity steps run sleep heartrate tracker walletfriendly price one go highly recommended,23-12-2018,5
customer_review-R2A3L7O4MS1H7V,Rajal Vaghasiya,Excellent Product..at this price.,excellent product,15-03-2019,5
customer_review-R3NSQDOJ8ZQD6R,Amit A.,Better than mi band 3,best screen worth buying good looking,10-03-2019,5
customer_review-R39FA34Q2GGHII,Mangesh Bandal,Awesome,awesome features accurate step counting battery gets low 23 days continuous usage,26-07-2019,5
customer_review-RN9EGJCVUFI1U,Balakrishnan,Excellent,wonderful product honor feels looks nice wear battery backup also wonderful,13-03-2019,5
customer_review-R3BB80TWQ4XVRT,Umesh Charki,Good fitness band,value money,22-08-2019,5
customer_review-R3W3E6QEPBAYO3,ANKUR GUPTA,Value for money,good product great priceo,17-04-2019,5
customer_review-RIM4OXAMI8WVW,Rohit,Buy bcz looking osm,good still need time review,23-07-2019,5
customer_review-R4N7J5H3PVXR7,ANAY K,Good awesome great,awesome produt cheap price,25-09-2019,5
customer_review-R375QSPAS5XA78,Athul vishnu,Nice product,14 days battery nice display,02-09-2019,4
customer_review-R3KM3ABEAXS2TY,Teju ajbale,Awesome tracker.,awesome fitness tracker everything accurate go,14-08-2019,5
customer_review-R3TQMBPG8FLNN9,Shibanand,Superb product,awesome product accurate heart rate monitor sleep tricking thank,02-04-2019,5
customer_review-R1FAL2NFJ9WMAF,Hema,Good,nice,07-07-2019,5
customer_review-R2WGKVGJ0C93V7,Gaurang K.,Trust its durability!!,best watch bought till fully waterproof fully durable use,28-10-2019,5
customer_review-R62NCC62WPM35,P,Value for money smart band,good fitness band bought 3 useful value money spent,21-02-2019,5
customer_review-R308WM1I7SN96O,srini,Good value for money,worth money,19-08-2019,5
customer_review-R2IXVE66114TSR,N.jaganmohan,Superb,like pulse heart beat,05-07-2019,5
customer_review-R260Q1C1DOX6BQ,mack jangid,SUPERB PRODUCT,product best range,26-07-2019,5
customer_review-R30DTZDEMIRLED,Vivek,Very good,battery life good,14-02-2019,5
customer_review-RL05X4ZFHFUXM,Tushar Thakkar,Battery life is not up to the mark,happy product battery life mark hardly works 2 days,22-10-2019,1
customer_review-RLAJF2PN4USL1,Avijit Dutta,Best smart band in the given price tag.,accuratevery good touch sensoruser friendlycomforablevalue money,26-07-2019,5
customer_review-RZ2VQDPLN6MU1,Prasath Saravanan,Better,better mi band ok,27-10-2019,4
customer_review-R4GB8KPQ8XBI,Sunita Devi,I found empty box,found empty box,24-03-2019,1
customer_review-RM903AA9OSV15,Partha Goswami,Awesome band,great product affordable price battery backup good,02-08-2019,5
customer_review-R2WX8KL1V8MZNO,Amal Nair,Good one..!,overall good product liked display alot hard find suitable screen protector,24-07-2019,4
customer_review-R24EV1TOG5W5B1,venkat reddy,Incorrect steps tracking,doesnt calculate foot steps compared bands,04-08-2019,3
customer_review-RE9BHV2HRP5OX,Gauri,Best but mobile app needs to be developed,mobile app needs improvement elliptical workout cannot tracked,29-06-2019,4
customer_review-R50615F2RP5Q9,Andy,"Poor Delivery. The box was totaly crushed, as attached photo. Delivery made at 8:45 evening....",shall write testing ok honor product,26-07-2019,4
customer_review-R1EK1PE7GZFJVR,Anita pundir,Very good 👌,like product good better life screen quality good,16-03-2019,5
customer_review-R13L7CI6QFP8NG,Indrajeet,Great,perfect many months review,09-05-2019,5
customer_review-R1EWKHBX7PFFXD,Anitha,Good product,godd love,12-02-2019,5
customer_review-R31O0SL6HFFKBN,khadim,Product details,product per expectations,14-07-2019,5
customer_review-R32PSHINU8HBI8,kp,GREAT BAND AS THIS PRICE POINT,great band price point,18-06-2019,5
customer_review-R1DB0MLN39L4PN,ketan suresh gaikwad,Worthy product,good fitness band got delivered time,28-03-2019,5
customer_review-R2YJ9O9XYO6T9D,vikash,Quality,band good looking matterial quality good display awesome easy use,13-08-2019,4
customer_review-R18VYYW71W9QT5,Amazon Customer,POOR BETERY BACKUP,bettery quality poor shows bettery backup 4 weeks stable 4days,05-03-2019,2
customer_review-R1OQDX21YL70BC,Bhaskar gupta,Best band out there,good quality screen responsive touch regular updates good product,26-02-2019,5
customer_review-RCD9LVN7JA9N0,protik biswas,Best smartband in Budget range.,screen quality superbattery life even goodfeatures also goodover 4 5,30-01-2019,4
customer_review-R3QZRIL73ZD8G4,Amazon Customer,THUMBS UP,overall pretty decent product,02-09-2019,5
customer_review-R2DR6IG3M83FWR,Sahadev Motiram Rathod,8652337003,honor band 4 issue call disconnect problems app phone coming name,10-05-2019,5
customer_review-R3V9T3BMIYDLL2,akash pratim deka,good,nice product,11-07-2019,5
customer_review-R2D4YLYY89JQTV,RAJ KATKAR,Good Product,good product,26-06-2019,5
customer_review-R3QTG8IDOSPJEJ,Shubham Sikari,its good,would give 45 5 sleep tracker 55 walk counter 55 messages phone 45,04-08-2019,5
customer_review-R1KXGSQ09OZYT7,arindam sikdar,Good fit band,excellent product,16-06-2019,5
customer_review-R2PB8ZTIKMTIOJ,Amazon Customer,Good product,good product functions really great accurate,09-07-2019,5
customer_review-R2VPN7CBW5OOYM,ANAND CHERITHODI,Worth for money,really worth buying,23-05-2019,5
customer_review-R1DG01QCGQQV3J,Nikhil,Good pic for price,messages lag find phone doesnt work rest everything amzing,19-02-2019,4
customer_review-R3V67INZNBWI4L,bhinder,Good band,nice band reasonable pricescreeen quality touch response also good,29-10-2019,5
customer_review-R3IJAAPK7XE8CP,Niranjan H Y,Lift wrist to switch on the screen did not work,lift wrist display time feature stopped working update,17-11-2019,4
customer_review-R3L2LAOGRS3A4S,Kalluri Ashok,Best activity tracker,best activity tracker,11-08-2019,5
customer_review-R2V8B8GYMTXAFM,Amazon Customer,Good,like,14-01-2019,5
customer_review-R2DGBUB3SX8854,Ramanujan,Honor 4 Band,delivery amazon good product useful worthy penny,29-05-2019,5
customer_review-R2WPPYWTC7PAPT,Budhavarapu Lal Kumar,Simple and easy to use,simple use skins pulse rate battery optimized getting around 5days,20-07-2019,5
customer_review-R19JU1WH81EFQ2,Haya,Just simply awesome,love,05-09-2019,5
customer_review-R1IBMCIO6HT2CR,Vijaya Bhaskar,"Good One, Value for Money.",good one value money,27-01-2019,5
customer_review-RB5PGW5DTZV2D,Shreyas Munot,Liked it .. awesome,nice product using year complaint,23-09-2019,5
customer_review-RX7QZZ9EAQSZC,Devender chouhan,Battery is not upto expectation,vese awesome bus thoda battery panga h,23-08-2019,5
customer_review-R1GEMKD35CR80T,Rounak Sengupta,Good performance,good watch,24-07-2019,5
customer_review-R1DBLNPRT8MPFM,Divya Singh,Good,really good,07-02-2019,5
customer_review-R3I71WELSQN1ZK,subhajit,aws,awesome looking great display,29-04-2019,5
customer_review-R12W6UOD89PXMF,sandeep m.,Color display is a headturner,good purchase,08-02-2019,5
customer_review-R19QHWWF9696QH,Amazon Customer,Good,good,19-07-2019,5
customer_review-RQY1PSPCMEKPJ,Satnam Verma,Product quality not good,product well scratches front need replacement show option,01-04-2019,2
customer_review-RW98KULHMFQSK,SURAJA KANTA MAHARANA,Good product..Battery life also good,battery good look awesome,26-05-2019,5
customer_review-R2J0P9EPKJ0TYG,Devansh,Worth the price,really worth hype potential watch faces compared xiomi band 4,11-08-2019,4
customer_review-R3OLE9SOXWUX50,Pritish D.,Awesome,battery life good scree quality awesome need minor improvements,18-03-2019,5
customer_review-RRY63AC21D3GY,Divyesh,amazing,love totally amazing fully fund,29-04-2019,4
customer_review-RNEEO1BMC2ULX,Amazon Customer,Good one,good product,11-07-2019,5
customer_review-RNIBPNN5JJAZQ,shradheshwar verma,Good product,step tracking accurate,17-06-2019,4
customer_review-R1WKCP5G65INW6,Sanjay Singh,Medium product,data update lags bit small size appealing male customers,01-10-2019,3
customer_review-RINP5SYLDRLPB,Amazon Customer,good,good,21-04-2019,5
customer_review-R2S16LJDH3WFEK,Rishikamareddy,Nice,nice product,13-06-2019,5
customer_review-R3JKOIGDK77178,Krishna s.,Awesome Amoles,awesome amoled screen everything working extremely nice accept message feature,07-07-2019,4
customer_review-R15972WE50B389,Amazon Customer,Wast money,worrest product,29-05-2019,1
